,index,energy,energy_error,gradient_error
106,6,-22331.03925129,3.9e-05,0.0021
107,7,-22331.03929241,4.1e-05,0.0012
108,8,-22331.0393204,2.8e-05,0.0016
109,9,-22331.03934771,2.7e-05,0.0015
110,10,-22331.03938859,4.1e-05,0.0017
111,11,-22331.03943454,4.6e-05,0.0017
112,12,-22331.03946763,3.3e-05,0.0014
113,13,-22331.03950799,4e-05,0.0015
114,14,-22331.03954876,4.1e-05,0.0015
115,15,-22331.03959508,4.6e-05,0.0018
116,16,-22331.03964618,5.1e-05,0.0017
117,17,-22331.03968685,4.1e-05,0.0014
118,18,-22331.03972577,3.9e-05,0.0019
119,19,-22331.03976705,4.1e-05,0.0017
120,20,-22331.0398175,5e-05,0.0017
121,21,-22331.03986708,5e-05,0.0019
122,22,-22331.03991374,4.7e-05,0.0017
123,23,-22331.03996709,5.3e-05,0.0017
124,24,-22331.04002736,6e-05,0.0017
125,25,-22331.04007007,4.3e-05,0.002
126,26,-22331.04012758,5.8e-05,0.0017
127,27,-22331.04018735,6e-05,0.002
128,28,-22331.0402529,6.6e-05,0.0025
129,29,-22331.04032213,6.9e-05,0.0022
130,30,-22331.04039719,7.5e-05,0.0022
131,31,-22331.04048547,8.8e-05,0.0026
132,32,-22331.04058281,9.7e-05,0.0027
133,33,-22331.0406414,5.9e-05,0.0016
134,34,-22331.04074115,0.0001,0.0019
135,35,-22331.04079225,5.1e-05,0.0015
136,36,-22331.04083702,4.5e-05,0.0015
137,37,-22331.04090064,6.4e-05,0.0016
138,38,-22331.04096376,6.3e-05,0.0017
139,0,-22331.04103307,0.0,0.0019
140,1,-22331.04104916,1.6e-05,0.0058
141,2,-22331.04108986,4.1e-05,0.0023
142,3,-22331.04111013,2e-05,0.0026
143,4,-22331.04113371,2.4e-05,0.0013
144,5,-22331.04115128,1.8e-05,0.0011
145,6,-22331.04116987,1.9e-05,0.00079
146,7,-22331.04119177,2.2e-05,0.00079
147,8,-22331.04121306,2.1e-05,0.0012
148,9,-22331.04122918,1.6e-05,0.0012
149,10,-22331.04124501,1.6e-05,0.001
150,11,-22331.04126239,1.7e-05,0.00092
151,12,-22331.04128426,2.2e-05,0.00084
152,13,-22331.04130397,2e-05,0.0016
153,14,-22331.04131406,1e-05,0.00088
154,0,-22331.04132372,0.0,0.00093
155,1,-22331.04133058,6.9e-06,0.0011
156,2,-22331.04134054,1e-05,0.0022
157,3,-22331.04135413,1.4e-05,0.00099
158,4,-22331.04135943,5.3e-06,0.0015
159,5,-22331.04136839,9e-06,0.0015
160,6,-22331.04137524,6.8e-06,0.001
161,7,-22331.04138136,6.1e-06,0.00082
162,8,-22331.04138672,5.4e-06,0.00063
163,9,-22331.04139398,7.3e-06,0.00056
164,10,-22331.0414025,8.5e-06,0.00041
