,index,energy,energy_error,gradient_error
89,89,-22331.03598003,0.00021,0.0023
90,90,-22331.03614409,0.00016,0.0017
91,91,-22331.03628164,0.00014,0.003
92,92,-22331.03643451,0.00015,0.0044
93,93,-22331.03657741,0.00014,0.004
94,94,-22331.03668978,0.00011,0.002
95,95,-22331.03677377,8.4e-05,0.002
96,96,-22331.03684527,7.1e-05,0.0017
97,97,-22331.03693395,8.9e-05,0.0012
98,98,-22331.03700113,6.7e-05,0.0014
99,99,-22331.03703941,3.8e-05,0.0012
100,0,-22331.03709479,0.0,0.0015
101,1,-22331.03710576,1.1e-05,0.0049
102,2,-22331.03713605,3e-05,0.002
103,3,-22331.03716307,2.7e-05,0.0011
104,4,-22331.03717888,1.6e-05,0.0016
105,5,-22331.03719197,1.3e-05,0.001
106,6,-22331.03720584,1.4e-05,0.0008
107,7,-22331.03722328,1.7e-05,0.00072
108,8,-22331.03724321,2e-05,0.0011
109,9,-22331.03726164,1.8e-05,0.0014
110,10,-22331.03728215,2.1e-05,0.0013
111,11,-22331.03731088,2.9e-05,0.00087
112,12,-22331.03734274,3.2e-05,0.0012
113,13,-22331.03736994,2.7e-05,0.0018
114,14,-22331.03739722,2.7e-05,0.0016
115,15,-22331.03743842,4.1e-05,0.0014
116,16,-22331.03747961,4.1e-05,0.0012
117,17,-22331.0375225,4.3e-05,0.002
118,18,-22331.03757755,5.5e-05,0.0025
119,19,-22331.03763537,5.8e-05,0.0025
120,20,-22331.03770451,6.9e-05,0.0014
121,21,-22331.03776359,5.9e-05,0.0013
122,22,-22331.03781179,4.8e-05,0.0018
123,23,-22331.03787361,6.2e-05,0.0021
124,24,-22331.03793884,6.5e-05,0.0025
125,25,-22331.03800422,6.5e-05,0.0016
126,26,-22331.03808015,7.6e-05,0.0015
127,27,-22331.03813725,5.7e-05,0.0018
128,28,-22331.03818706,5e-05,0.0018
129,29,-22331.03827794,9.1e-05,0.0019
130,30,-22331.03840344,0.00013,0.0032
131,31,-22331.03849337,9e-05,0.0018
132,32,-22331.03861638,0.00012,0.0018
133,33,-22331.0386865,7e-05,0.0021
134,34,-22331.03879336,0.00011,0.0025
135,35,-22331.03892181,0.00013,0.0027
136,36,-22331.03904452,0.00012,0.0024
137,37,-22331.03917159,0.00013,0.0018
138,0,-22331.03928377,0.0,0.0017
139,1,-22331.03933097,4.7e-05,0.0044
140,2,-22331.03938036,4.9e-05,0.0015
141,3,-22331.03943407,5.4e-05,0.0012
142,4,-22331.03949228,5.8e-05,0.0013
143,5,-22331.03954417,5.2e-05,0.0021
144,6,-22331.03958035,3.6e-05,0.0016
145,7,-22331.03962777,4.7e-05,0.0018
146,8,-22331.03968885,6.1e-05,0.0015
147,9,-22331.03974078,5.2e-05,0.0022
148,10,-22331.03977652,3.6e-05,0.0014
149,11,-22331.03981343,3.7e-05,0.0024
150,12,-22331.03984775,3.4e-05,0.00092
151,13,-22331.03988408,3.6e-05,0.0017
152,0,-22331.0399184,0.0,0.0018
153,1,-22331.03993647,1.8e-05,0.0011
154,2,-22331.03995317,1.7e-05,0.00081
155,3,-22331.03996964,1.6e-05,0.0042
156,4,-22331.03996907,5.6e-07,0.0093
157,5,-22331.0399849,1.5e-05,0.0025
158,6,-22331.04000018,1.5e-05,0.0017
159,7,-22331.04002222,2.2e-05,0.0013
160,8,-22331.04004966,2.7e-05,0.00091
161,9,-22331.04007268,2.3e-05,0.00077
162,10,-22331.04008542,1.3e-05,0.00099
163,11,-22331.04009828,1.3e-05,0.0014
164,12,-22331.0401134,1.5e-05,0.0012
165,13,-22331.04014377,3e-05,0.00089
166,14,-22331.04017546,3.2e-05,0.0012
167,15,-22331.0402052,3e-05,0.0017
168,16,-22331.04026633,6.1e-05,0.0018
169,17,-22331.04035744,9.1e-05,0.0021
170,18,-22331.04045279,9.5e-05,0.0029
171,19,-22331.04054738,9.5e-05,0.003
172,20,-22331.04066324,0.00012,0.0029
173,21,-22331.04074788,8.5e-05,0.0024
174,22,-22331.0408142,6.6e-05,0.0016
175,23,-22331.0408521,3.8e-05,0.0016
176,24,-22331.04089887,4.7e-05,0.0019
177,25,-22331.0409562,5.7e-05,0.0025
178,26,-22331.04101948,6.3e-05,0.0016
179,27,-22331.04107965,6e-05,0.0015
180,28,-22331.04113203,5.2e-05,0.0016
181,29,-22331.04118607,5.4e-05,0.0024
182,30,-22331.04123501,4.9e-05,0.0018
183,0,-22331.04127532,0.0,0.0013
184,1,-22331.04128888,1.4e-05,0.0027
185,2,-22331.04131122,2.2e-05,0.0014
186,3,-22331.04133755,2.6e-05,0.0028
187,4,-22331.04135488,1.7e-05,0.0016
188,5,-22331.04136798,1.3e-05,0.0019
189,6,-22331.04138166,1.4e-05,0.0022
190,7,-22331.0413999,1.8e-05,0.0017
191,8,-22331.04141731,1.7e-05,0.00098
192,9,-22331.04143123,1.4e-05,0.001
193,10,-22331.04144698,1.6e-05,0.0012
194,11,-22331.04146648,2e-05,0.001
195,12,-22331.0415,3.4e-05,0.0016
196,13,-22331.04154024,4e-05,0.0014
197,14,-22331.04157611,3.6e-05,0.0013
198,15,-22331.04160095,2.5e-05,0.0013
199,16,-22331.04163481,3.4e-05,0.0012
200,17,-22331.04166654,3.2e-05,0.002
201,18,-22331.04168053,1.4e-05,0.0013
202,19,-22331.041693,1.2e-05,0.00085
203,20,-22331.04170767,1.5e-05,0.00079
204,21,-22331.04172393,1.6e-05,0.0011
205,22,-22331.0417317,7.8e-06,0.00086
206,23,-22331.04174024,8.5e-06,0.00084
207,24,-22331.04174882,8.6e-06,0.001
208,25,-22331.04175798,9.2e-06,0.001
209,26,-22331.04176571,7.7e-06,0.001
210,27,-22331.04177341,7.7e-06,0.00067
211,28,-22331.04177883,5.4e-06,0.00076
212,29,-22331.0417899,1.1e-05,0.0011
213,30,-22331.04179971,9.8e-06,0.0012
214,31,-22331.04181443,1.5e-05,0.0014
215,32,-22331.04183106,1.7e-05,0.0014
