,index,energy,energy_error,gradient_error
114,73,-22293.86693541,0.00046,0.0037
115,74,-22293.86732844,0.00039,0.0034
116,75,-22293.86768071,0.00035,0.0033
117,76,-22293.86809995,0.00042,0.0044
118,77,-22293.86857096,0.00047,0.0049
119,78,-22293.86907671,0.00051,0.0044
120,79,-22293.86969122,0.00061,0.0033
121,80,-22293.87018758,0.0005,0.0031
122,81,-22293.87056564,0.00038,0.0033
123,82,-22293.87112057,0.00055,0.004
124,83,-22293.87178666,0.00067,0.0051
125,84,-22293.87238788,0.0006,0.0038
126,85,-22293.87278937,0.0004,0.0026
127,86,-22293.87296931,0.00018,0.0025
128,87,-22293.87310715,0.00014,0.0029
129,88,-22293.87328188,0.00017,0.0031
130,89,-22293.87348708,0.00021,0.0024
131,90,-22293.87359971,0.00011,0.0017
132,91,-22293.87366659,6.7e-05,0.0013
133,92,-22293.87372231,5.6e-05,0.0011
134,93,-22293.87379378,7.1e-05,0.0018
135,94,-22293.87387048,7.7e-05,0.002
136,95,-22293.87392558,5.5e-05,0.0015
137,96,-22293.87396883,4.3e-05,0.001
138,97,-22293.87400965,4.1e-05,0.0013
139,98,-22293.87405472,4.5e-05,0.0015
140,99,-22293.87410048,4.6e-05,0.0013
141,100,-22293.87412854,2.8e-05,0.00086
