,index,energy,energy_error,gradient_error
112,47,-22331.28745925,0.00019,0.0026
113,48,-22331.28769931,0.00024,0.0035
114,49,-22331.28798423,0.00028,0.0035
115,50,-22331.28823482,0.00025,0.0037
116,51,-22331.28856941,0.00033,0.0039
117,52,-22331.28882591,0.00026,0.0044
118,53,-22331.28908515,0.00026,0.0045
119,54,-22331.28941663,0.00033,0.0045
120,55,-22331.289797,0.00038,0.0045
121,56,-22331.29009193,0.00029,0.0047
122,57,-22331.29037395,0.00028,0.0037
123,58,-22331.2907061,0.00033,0.0051
124,59,-22331.29098724,0.00028,0.0046
125,60,-22331.291324,0.00034,0.0047
126,61,-22331.29164008,0.00032,0.0035
127,62,-22331.29186661,0.00023,0.0029
128,63,-22331.29200405,0.00014,0.0022
129,64,-22331.29208408,8e-05,0.0021
130,65,-22331.29223818,0.00015,0.0023
131,66,-22331.29239013,0.00015,0.0022
132,67,-22331.29249582,0.00011,0.0023
133,68,-22331.29259956,0.0001,0.0019
134,69,-22331.29266089,6.1e-05,0.0016
135,70,-22331.29271293,5.2e-05,0.0019
136,71,-22331.29276506,5.2e-05,0.0016
137,72,-22331.29281067,4.6e-05,0.0014
138,73,-22331.29283819,2.8e-05,0.0011
139,74,-22331.29285986,2.2e-05,0.0011
140,75,-22331.29289256,3.3e-05,0.001
141,76,-22331.29291999,2.7e-05,0.0017
142,77,-22331.29294772,2.8e-05,0.0016
143,78,-22331.29296977,2.2e-05,0.0009
144,79,-22331.2929841,1.4e-05,0.0006
145,80,-22331.29300163,1.8e-05,0.0009
146,81,-22331.29302024,1.9e-05,0.0012
147,82,-22331.29303754,1.7e-05,0.0012
148,83,-22331.29305311,1.6e-05,0.0011
149,84,-22331.2930604,7.3e-06,0.00076
150,85,-22331.29306834,7.9e-06,0.00064
151,86,-22331.29308256,1.4e-05,0.001
152,87,-22331.29309443,1.2e-05,0.0012
153,88,-22331.29310917,1.5e-05,0.0013
154,89,-22331.29312181,1.3e-05,0.0011
155,90,-22331.29313666,1.5e-05,0.0009
156,91,-22331.29315707,2e-05,0.00082
157,92,-22331.29318327,2.6e-05,0.00073
158,93,-22331.29320874,2.5e-05,0.0014
159,94,-22331.2932403,3.2e-05,0.0019
160,95,-22331.29326841,2.8e-05,0.0018
161,96,-22331.2933061,3.8e-05,0.0013
162,0,-22331.29334515,0.0,0.0013
163,1,-22331.29335843,1.3e-05,0.0019
164,2,-22331.29337674,1.8e-05,0.0059
165,3,-22331.29340062,2.4e-05,0.0036
166,4,-22331.29341295,1.2e-05,0.0017
167,5,-22331.29342389,1.1e-05,0.0017
168,6,-22331.29343569,1.2e-05,0.0016
169,7,-22331.29344559,9.9e-06,0.00074
170,8,-22331.2934554,9.8e-06,0.00095
171,9,-22331.29346422,8.8e-06,0.0013
172,10,-22331.29347593,1.2e-05,0.0012
173,11,-22331.29348452,8.6e-06,0.0011
174,12,-22331.29349165,7.1e-06,0.00071
175,13,-22331.29349997,8.3e-06,0.00097
176,14,-22331.29350971,9.7e-06,0.00097
177,15,-22331.29352142,1.2e-05,0.00097
178,16,-22331.29353474,1.3e-05,0.0012
179,17,-22331.29354859,1.4e-05,0.001
180,18,-22331.29356546,1.7e-05,0.0014
181,19,-22331.29358427,1.9e-05,0.0016
182,20,-22331.29360465,2e-05,0.0012
183,21,-22331.29362647,2.2e-05,0.0012
184,22,-22331.29364449,1.8e-05,0.0011
185,23,-22331.29366172,1.7e-05,0.0012
186,24,-22331.29368107,1.9e-05,0.0013
187,25,-22331.29370232,2.1e-05,0.0013
188,26,-22331.29372329,2.1e-05,0.0012
189,27,-22331.29373817,1.5e-05,0.0014
190,28,-22331.2937504,1.2e-05,0.0014
191,29,-22331.29376648,1.6e-05,0.0011
192,30,-22331.29377791,1.1e-05,0.00083
193,31,-22331.29379224,1.4e-05,0.00079
194,32,-22331.29380669,1.4e-05,0.00088
195,33,-22331.29382682,2e-05,0.00087
196,34,-22331.29384993,2.3e-05,0.0013
197,35,-22331.29387467,2.5e-05,0.0017
198,36,-22331.29391074,3.6e-05,0.0016
199,37,-22331.29395367,4.3e-05,0.0013
200,38,-22331.29397244,1.9e-05,0.0011
201,39,-22331.29399679,2.4e-05,0.00093
202,40,-22331.29402242,2.6e-05,0.001
203,41,-22331.29405078,2.8e-05,0.0015
204,42,-22331.29407483,2.4e-05,0.0016
205,43,-22331.29410556,3.1e-05,0.0016
206,44,-22331.29412369,1.8e-05,0.0011
207,45,-22331.29415416,3e-05,0.00086
208,46,-22331.29417939,2.5e-05,0.00088
209,47,-22331.2942073,2.8e-05,0.0016
210,48,-22331.29423753,3e-05,0.0017
211,49,-22331.29426451,2.7e-05,0.0012
212,50,-22331.29429273,2.8e-05,0.001
213,51,-22331.29431699,2.4e-05,0.0008
214,52,-22331.29435278,3.6e-05,0.0017
215,53,-22331.2943441,8.7e-06,0.0018
216,54,-22331.29436095,8.2e-06,0.0017
217,55,-22331.29438163,2.1e-05,0.00097
218,56,-22331.29440858,2.7e-05,0.00071
219,57,-22331.29441711,8.5e-06,0.0008
220,58,-22331.2944319,1.5e-05,0.00063
221,59,-22331.29444057,8.7e-06,0.00052
222,60,-22331.29444998,9.4e-06,0.00052
223,61,-22331.29446018,1e-05,0.00078
224,62,-22331.2944682,8e-06,0.00087
225,63,-22331.29447888,1.1e-05,0.00087
226,64,-22331.29449114,1.2e-05,0.00069
227,65,-22331.29450075,9.6e-06,0.00051
228,66,-22331.29451102,1e-05,0.00057
